0,1,cluster
-37.39763,68.10257,0
-88.162476,22.911623,1
-51.96415,57.460037,2
-32.016243,-58.727306,3
-66.747696,37.91744,4
-7.2785387,13.333466,5
-39.37939,-68.58146,6
-17.00281,69.935555,7
-84.6402,8.423202,8
-17.387606,-21.995459,9
5.1070724,68.71054,10
-61.002342,26.672806,11
-18.604662,-8.74449,12
-16.52552,51.77425,13
-71.28557,26.120787,14
52.362465,-65.28367,15
-71.96981,-49.85994,16
-55.23099,-26.902374,17
-39.3386,20.30767,18
-93.25169,-2.0796523,19
-37.123676,51.05083,20
-22.89483,76.32084,21
18.527908,71.45446,22
-77.512886,-2.876108,23
-72.01077,48.883507,24
-50.117016,24.353655,25
-5.088833,-37.719383,26
-58.177982,14.602913,27
65.95986,-12.984602,28
-85.56263,-25.49723,29
-3.264035,76.506424,30
3.2678761,-74.15509,31
-78.96784,-35.931206,32
30.888153,62.866634,33
-9.133493,-77.05526,34
41.277008,26.333315,35
-49.45363,69.73147,36
-11.282903,-30.012117,37
28.730534,49.410755,38
21.521048,-70.81869,39
55.619114,53.27204,40
-6.4277883,-51.864796,41
-47.815426,-61.006725,42
85.27451,6.443603,43
40.80422,-69.83022,44
-22.030542,-72.44692,45
-38.354637,31.467087,46
33.435997,39.76942,47
-28.489918,-30.560104,48
-50.411304,33.93542,49
89.61828,-11.420304,50
58.652657,15.471499,51
-42.96827,-45.58137,52
4.0681396,-48.265358,53
17.384502,46.42986,54
34.303566,-0.9338765,55
2.6600556,-63.385437,56
-71.35651,15.78149,57
2.2679274,-26.45611,58
-59.659184,44.505096,59
-1.1776133,22.598507,60
-27.038536,29.693754,61
-24.43604,10.077553,62
-19.15228,-40.714718,63
61.662457,-24.093784,64
-65.69809,3.0426812,65
27.654436,23.04168,66
63.53995,-52.14782,67
-8.125345,59.440445,68
-6.910994,-8.590389,69
44.100163,60.000263,70
13.367122,7.2274504,71
52.303913,-38.852104,72
59.296753,35.27495,73
54.155735,-15.480797,74
30.086042,-38.54604,75
-5.51708,2.6447062,76
-38.505875,40.645084,77
-26.635626,43.156357,78
-9.289628,-62.306416,79
-55.885147,-6.1634493,80
-40.42406,-24.442875,81
12.446695,-30.968824,82
37.73567,12.208275,83
-3.8542633,43.66763,84
-64.543015,58.732594,85
42.130978,-33.968876,86
-4.0771427,-18.834177,87
-27.294191,58.099983,88
71.639885,17.564425,89
-14.629487,36.754032,90
95.91275,-3.4818826,91
-68.94057,-27.920448,92
-30.006292,-43.673424,93
39.77411,-25.443745,94
80.682816,13.981965,95
-29.574062,-18.919586,96
10.58596,38.317978,97
49.95232,45.24881,98
49.888218,-25.094269,99
-47.965145,-17.689215,100
-40.385487,6.7378397,101
74.49963,-19.526394,102
48.631104,16.826994,103
-33.78076,15.005286,104
-56.953865,-17.368065,105
4.7554417,5.7960157,106
-12.122756,26.985693,107
20.75924,1.9688163,108
-52.45056,4.3447843,109
17.128181,-42.694347,110
-68.16248,-18.78279,111
17.961946,-22.08842,112
24.019825,-59.638454,113
68.875755,-0.09131833,114
-38.70302,-9.959767,115
-17.520128,3.4409041,116
91.60637,15.962972,117
-67.484314,-8.26456,118
-82.89383,-14.167738,119
-58.3615,-54.634758,120
52.790936,-51.718693,121
28.850925,31.815264,122
8.606507,-16.845764,123
5.799786,15.594048,124
85.42281,-2.5287855,125
43.351192,-12.282324,126
-41.830875,-33.418728,127
15.237946,56.977966,128
12.843615,-9.037138,129
76.40399,33.123516,130
84.30965,-29.233866,131
33.36425,-17.368336,132
84.57342,25.215242,133
-45.025845,-4.529375,134
96.43357,5.1465516,135
63.740112,43.257057,136
3.6335342,-38.393993,137
47.014935,1.8240156,138
46.341343,36.76425,139
-46.80061,14.366752,140
0.54360056,31.39836,141
-33.54809,1.2584342,142
30.806957,-49.520157,143
62.05827,-34.03169,144
58.226864,4.834077,145
67.40635,23.967422,146
10.510813,25.695395,147
13.502107,-55.56446,148
-83.528305,37.59409,149
20.527445,35.79642,150
-20.148056,-52.87723,151
-64.73722,-41.348175,152
4.3815374,51.41232,153
76.87595,-6.472137,154
16.308601,16.814177,155
58.75898,-4.31583,156
74.58386,-41.947308,157
24.386463,9.664498,158
-52.248676,-38.876827,159
-20.591846,20.809221,160
67.01391,9.831367,161
41.913353,-42.99429,162
27.569033,-28.416739,163
3.2363887,-4.0170326,164
23.825663,-10.512868,165
54.863426,25.991901,166
-47.958206,45.582718,167
76.1641,4.888821,168
-28.471865,-6.507526,169
39.895702,-59.385654,170
