word,0,1,cluster
find,13.279923,66.385735,44
second,7.3614984,13.567415,162
structure,20.071716,32.353638,109
resource,13.782117,24.029799,142
better,28.566172,66.8268,35
efficiency,30.557583,38.678024,58
outcome,40.410904,24.22859,132
day,52.400562,-15.001148,131
collection,-18.306643,32.494156,48
risk,36.427082,44.175045,77
score,59.892757,4.348204,151
best,29.36172,66.61904,35
cycle,40.050266,-9.772836,68
effective,36.44681,62.250645,146
training,10.8063345,19.505764,21
indonesian,28.421324,-15.708731,62
category,-0.5969481,58.88376,101
frequency,-27.823631,42.627712,22
size,64.55509,31.027887,1
regency,1.5374012,-67.21011,75
response,45.624638,42.518383,77
experiment,59.04478,47.192745,4
disease,-35.325603,-7.6233063,55
significantly,60.576942,23.181358,1
district,1.5503517,-67.18365,75
collected,-18.295654,32.714554,48
increased,21.248291,73.295074,44
where,19.928589,52.492073,6
financial,-1.2638435,19.38604,95
affect,40.681408,65.36558,146
regression,57.56468,-3.7533095,103
increasing,20.980974,73.39911,44
finding,27.8389,24.790375,38
weight,44.26131,-6.0443716,68
cost,-14.673095,32.770702,48
cause,20.515928,63.214783,44
standard,-8.618966,-22.899408,117
controller,-43.35536,46.4116,105
conclusion,27.821642,22.769659,38
woman,61.982437,-11.424911,2
respectively,43.25046,58.562428,65
distribution,-1.740716,9.387851,122
soil,-52.514294,-36.467976,57
without,9.764785,40.04948,100
highest,62.42546,4.2864084,8
including,0.14186743,73.51081,26
correlation,49.12626,46.704716,4
leaf,-42.693985,-40.829784,13
online,-6.684098,18.350805,99
decision,11.4415045,31.079157,142
instrument,22.371317,8.180907,16
evaluation,8.225581,70.94239,26
load,-22.900274,37.408173,50
index,13.622295,-8.945832,107
phase,-45.500813,8.840192,67
bank,-68.16342,23.671974,130
policy,-5.1056914,-38.21843,174
testing,8.422531,69.24296,26
family,49.43412,25.32826,69
character,49.69236,20.591002,40
error,-29.229641,59.605976,33
should,34.033722,66.959984,35
according,23.55471,66.14919,44
four,57.119625,-35.578697,93
quantitative,-27.058348,-15.133283,102
food,-57.21803,-21.253029,11
signal,-26.86736,41.917847,22
pattern,24.51165,22.376524,41
under,7.0856476,49.972054,111
employee,19.44651,16.182182,25
issue,41.10897,46.46158,77
given,-1.3780408,68.48815,3
made,0.45377827,64.615746,3
customer,-1.808502,-33.0249,10
tool,-13.285725,33.3866,48
culture,39.43544,8.177378,92
produce,-1.0360415,65.9839,3
period,52.501842,-14.490512,131
speed,18.007801,69.2759,44
oil,-62.653137,-25.46805,11
sensor,-33.595818,32.1212,49
reduce,-13.854176,69.29088,42
effectiveness,37.63096,61.750675,146
land,-22.137402,-55.745274,87
point,15.220667,66.79133,44
software,-32.980534,56.93409,33
device,-16.915363,38.180637,50
percentage,61.17786,4.5899262,151
way,49.17601,30.230247,69
output,-30.208408,42.73113,22
detection,-15.736075,73.5091,42
farmer,-7.9283113,-38.605225,174
develop,-4.8700786,64.081055,3
understanding,33.279156,19.015627,5
university,-8.554923,-68.50965,36
must,34.033962,66.96122,35
assessment,8.200651,70.98897,26
them,49.022644,29.866274,69
motivation,40.650394,24.66969,132
satisfaction,37.480453,36.11632,153
science,37.166206,15.956566,5
being,31.01907,49.730953,166
part,-12.141001,-32.488865,117
criterion,52.861702,45.433353,4
effort,60.898663,18.401438,1
concluded,2.0766912,66.33125,26
acid,-65.948235,5.1910167,19
age,63.733517,-15.022264,2
machine,-17.034798,39.391018,50
industry,-6.9114246,-36.25332,174
those,20.93562,51.704926,6
help,7.2729244,21.358528,21
loss,25.798866,62.68117,35
considered,11.639034,59.24321,46
implemented,-5.8750668,62.649376,3
processing,-14.904744,41.648357,89
component,-11.277309,45.404873,89
physical,39.80666,20.561728,5
theory,36.007706,18.077147,5
interest,35.51394,29.158665,132
researcher,22.321548,4.6814437,145
