0,1,cluster
56.86845,-22.510088,0
61.494003,21.216877,1
61.982437,-11.424911,2
-4.8700786,64.081055,3
52.861702,45.433353,4
36.108803,18.18511,5
21.00896,51.44349,6
-24.459911,51.89096,7
63.8772,-0.62974244,8
29.897924,56.665146,9
-1.719108,-30.637993,10
-56.953903,-21.090576,11
-55.481483,18.717955,12
-45.066082,-39.8299,13
45.09823,11.843307,14
1.6856517,0.21867678,15
24.715345,9.263705,16
31.146973,2.8022041,17
4.272514,36.777184,18
-65.09646,-0.30782506,19
35.80568,-26.832235,20
9.46649,21.900198,21
-28.043842,45.565826,22
-8.491251,-59.75921,23
24.67948,-41.5884,24
21.33693,16.956018,25
5.6954694,69.15748,26
46.95849,-40.254986,27
-38.702827,21.88686,28
-28.284071,-2.547374,29
8.579918,-67.934296,30
-37.6921,-16.076775,31
-38.975273,-2.8390646,32
-34.52206,55.10707,33
-47.40107,1.669822,34
30.18569,64.69068,35
-10.494302,-67.99709,36
-18.094307,61.565937,37
28.242105,27.687225,38
26.186338,-5.856629,39
47.060966,19.06554,40
20.296114,23.523506,41
-12.731154,71.03926,42
-14.840113,51.178898,43
20.325226,67.8279,44
-39.76059,-47.067413,45
17.50966,58.865524,46
33.192554,-7.2771797,47
-13.230823,31.874044,48
-37.297157,32.29491,49
-21.565622,39.800552,50
-58.910362,-10.949922,51
-35.123196,12.452633,52
-53.909447,39.25187,53
7.5842013,-32.178932,54
-32.925102,-9.626887,55
-17.242476,21.694149,56
-51.640373,-33.25523,57
30.181877,41.39001,58
32.428757,34.259495,59
-6.272311,-49.836754,60
-68.742294,-15.2240505,61
27.409271,-17.538416,62
-11.736481,10.004027,63
30.865757,-68.36165,64
42.526375,53.558,65
-45.74503,-12.591415,66
-45.07278,10.690141,67
44.719364,-7.7162604,68
50.82596,27.211462,69
-50.488586,28.307793,70
27.638535,-55.67944,71
-13.304512,-7.718524,72
12.019362,-75.00442,73
-34.933098,3.7653596,74
1.7969056,-70.90341,75
13.520512,14.902886,76
41.31623,42.320538,77
47.39412,-26.193998,78
-26.579859,-39.64159,79
-28.269146,5.3554764,80
-5.1707463,26.398966,81
-30.726562,-31.40975,82
3.8342328,28.95556,83
-34.563877,-39.878975,84
-22.254587,-31.985735,85
18.722378,-69.78496,86
-21.130314,-56.46159,87
-4.0824857,-17.725525,88
-12.933638,41.577965,89
29.522928,-32.710182,90
-19.915916,-1.7158653,91
35.549015,9.891044,92
54.92076,-35.12485,93
-39.09889,-32.831684,94
2.3920717,17.509514,95
-0.76913893,-9.319549,96
-3.5672483,35.27466,97
16.771214,-17.377018,98
-9.0459795,17.300873,99
12.900491,36.7086,100
-2.1652105,53.804733,101
-22.957817,-17.415792,102
52.996964,-0.306652,103
-33.718872,39.71873,104
-41.19905,44.328995,105
-18.792068,-45.063934,106
17.732435,-8.550889,107
-48.112576,18.60675,108
21.893866,31.401672,109
15.41938,-59.47238,110
10.150065,50.71975,111
11.046472,0.19253412,112
5.3174763,55.4598,113
8.155174,-6.1497097,114
-58.01893,1.0503491,115
22.412294,-48.26676,116
-9.348615,-28.529188,117
-27.358595,13.723318,118
-44.61734,-24.70458,119
-5.4143105,45.478622,120
-6.9057293,-4.792883,121
-1.4112221,8.961682,122
5.728985,44.68452,123
-15.143616,-23.586494,124
38.545208,-16.164362,125
-19.733023,13.799171,126
2.085157,-47.023502,127
-34.46472,-23.171484,128
-24.57846,-25.472395,129
-66.29105,25.833853,130
49.982655,-14.357705,131
39.558,26.516895,132
-30.418924,-50.60387,133
41.556393,1.0810829,134
-16.14643,-35.40214,135
15.38215,-44.324295,136
8.288547,-41.916157,137
17.3584,-35.95082,138
3.2351549,-23.535952,139
-27.408533,24.023413,140
14.363274,-26.701273,141
14.028211,28.601896,142
23.485676,-26.465628,143
21.871042,40.27449,144
22.66016,1.049364,145
40.148277,62.821575,146
37.092403,-35.79597,147
6.5565844,-15.590564,148
-12.224473,-15.880606,149
29.234966,17.4256,150
63.376896,9.419367,151
-60.302258,11.416689,152
41.890003,33.13765,153
16.15344,6.6234493,154
16.278618,-53.160484,155
22.574541,-61.960297,156
0.054257922,-39.439644,157
7.413157,-52.915913,158
-50.67542,-6.432526,159
-23.211414,-9.4277935,160
-24.097553,30.795614,161
8.020894,8.373365,162
1.0180355,-57.13151,163
15.808317,44.948345,164
33.931908,-47.881588,165
30.906292,49.550488,166
-54.189285,7.7441406,167
-19.37062,6.0177097,168
-5.6335077,3.1764448,169
8.326753,-61.37274,170
40.476124,-59.548138,171
-12.971524,1.3012521,172
53.536224,36.252712,173
-7.912276,-39.902523,174
